id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates
1613345068722827274,"15 días desde que me cambiaron la mediación a escitalopram, perdí el apetito, me obligo a comer pues ✨mi cuerpo lo necesita✨ termino con atracones porque no logro manejar las cantidades y vomito. Hello TCA my old friend.",2023-01-12T01:20:13+00:00,es,twitter,Aldana,@aldanarobaina,🏀❤️💚 - Lloro con escenas de Naruto.,2013-08-01T22:20:44+00:00,784,325,4362,22482,Uruguay,UY,,,,"-33.0, -56.0"
1613344547534417920,Voy a vomitar del cringe basta #Gh2022 #GranHermano,2023-01-12T01:18:09+00:00,es,twitter,Leandroid,@leandruskis,"Azúcar, flores🌻🌹🌷, y muchos colores🌈 Y una sobredosis de sustancia X",2010-01-25T04:34:14+00:00,426,194,13204,998,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613343175837614083,Alertan sobre epidemia de diarrea en Florianópolis tras aumento de casos https://t.co/u5B4HiSWPF,2023-01-12T01:12:42+00:00,es,twitter,Montevideo Portal,@portalmvd,"El primer medio 100% digital de Uruguay. Todo lo que pasa, lo leés con nosotros y sin límites. #SiempreEnMovimiento #ParaTodosTodo",2009-11-05T18:37:33+00:00,617943,795,527366,607,Uruguay,UY,,,,"-33.0, -56.0"
1613343041435090946,El destino elegido por los uruguayos: Florianópolis advierte por epidemia de diarrea •https://t.co/nTg372W7jC• https://t.co/de56FQJtpn,2023-01-12T01:12:10+00:00,es,twitter,EL PAÍS,@elpaisuy,Diario El País de Uruguay. http://elpais.uy/linkenbio,2009-04-15T17:18:57+00:00,834127,669,541454,1959,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613321487842164738,@candelariafraga Jqqjjaajaj estaba pensando exactamente en eso recien q senti un olor feo yquiero vomitar,2023-01-11T23:46:31+00:00,es,twitter,ʀᴏchu,@rociomicarodrig,,2013-04-27T02:10:41+00:00,2461,1510,114415,104967,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613318045870731265,"@Soy_TanYo La mía no es divertida. Vomité 7 veces en forma tan violenta que me hice pis. Me bañé y subí al cuarto.  Volví a vomitar y me debe haber bajado la presión, quedé tirada en la cama sin poder incorporarme. Abajo mi amiga mutaba y ni se enteraba de que yo estaba así de mal.",2023-01-11T23:32:50+00:00,es,twitter,La MiniTa,@SosAtrevidita,"Odio los magos, las pelotitas y pelusas de la ropa, y la gente que estornuda o tose sin taparse la boca. Tengo más TOCs pero no quiero impresionarlos.",2011-10-15T14:54:03+00:00,8682,1469,61288,168319,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613315999909937153,"No doy más con las náuseas y los olores, me estoy pareciendo a una embarazada 🤦🏻‍♀️🔫",2023-01-11T23:24:42+00:00,es,twitter,➳ The Powerpuff Girl 👑❀.,@Yulii13M,☘️🌻🌏💝💄👑👠🦄🐴🌸🌈🎧🛫🎆🎀📚 ➡Enamorada eterna de la Vida🌱❤ 🇺🇾 •Potterhead⚡ •Mi alma baila lo que mi corazón siente🪘,2015-08-11T01:31:25+00:00,308,263,6538,1720,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613315601350393856,q embole somatizar lo q me pasa estos días la pasé con el estómago cerrado y con náuseas ni estar triste en paz puede una,2023-01-11T23:23:07+00:00,es,twitter,sam,@summerxsam,me gusta sentarme al solcito a pensar,2015-02-21T22:32:13+00:00,444,400,5570,18534,Uruguay,UY,,,,"-33.0, -56.0"
1613314197529726976,Probare café frío? O vomitar en el intento,2023-01-11T23:17:33+00:00,es,twitter,china🖤,@Aguscorrea_02,,2017-12-23T20:54:09+00:00,505,281,12042,3298,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613312534911803393,Una compañera de trabajo empezo a vomitar 🤮 imagínate que atrás le seguí yo,2023-01-11T23:10:56+00:00,es,twitter,𝑺𝒆𝒓𝒆𝒏𝒂,@conde_serena,,2019-09-25T22:41:17+00:00,835,250,3565,10241,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613303421188046849,"El destino elegido por los uruguayos: Florianópolis advierte por epidemia de diarrea
https://t.co/zqhq03YSVX",2023-01-11T22:34:43+00:00,es,twitter,Cerro Largo Portal,@CLPortal_UY,Noticias,2022-03-05T15:31:51+00:00,104,22,4094,0,Uruguay,UY,Melo,Cerro Largo,,"-32.36667, -54.18333"
1613297449359007745,Un aumento de casos de diarrea afecta a Florianópolis y las autoridades sanitarias de Brasil exhortaron a la población y a los turistas a extremar los cuidados. https://t.co/lt7llk9Vkh,2023-01-11T22:11:00+00:00,es,twitter,Telenoche,@TelenocheUy,"Informativos de @Canal4_UY 
Primero estás vos.",2010-10-15T18:08:31+00:00,274442,218,163577,1001,Uruguay,UY,,,,"-33.0, -56.0"
1613295546013188097,"@LuBrignoni Según qué tan fuerte: AINE común y silvestre &lt; perifar con codeína &lt; tramadol. Si es con ganas de vomitar voy a que me den inyectable. Siempre para ayudar baño caliente, oscuridad y a mimir. También me pongo Headspace para meditar o soniditos de mar o lluvia.",2023-01-11T22:03:26+00:00,es,twitter,Valentina Carrasco,@Valefica_2,"Uruguayan Biochemist/Microbiologist
PhD Student in Bioinformatics and Systems Biology
Cat lover
Foodie-wannabe",2013-03-07T23:11:42+00:00,94,165,1187,5407,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613287685916971023,Te vomito x2 AJAJAJAA😂,2023-01-11T21:32:12+00:00,es,twitter,✨Aria✨,@aria_garro,💋 -A,2016-10-31T17:22:04+00:00,28,37,3490,4004,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1613287294722625537,"Jajaja chicos, tengo náuseas",2023-01-11T21:30:39+00:00,es,twitter,ѕєℓєηє,@seleniita_4,"❤‍🔥Pra quem tem fe, a vida nunca tem fim!❤‍🔥
Geminiana hasta la médula, por?",2018-09-11T23:50:01+00:00,255,552,4807,15901,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1613284539098451970,Te vomito,2023-01-11T21:19:42+00:00,es,twitter,✨Aria✨,@aria_garro,💋 -A,2016-10-31T17:22:04+00:00,28,37,3490,4004,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1613270540663267364,La epidemia de diarrea en el destino turístico elegido por varios uruguayos llegó a 1.251 casos este martes. •https://t.co/nTg372W7jC•,2023-01-11T20:24:04+00:00,es,twitter,EL PAÍS,@elpaisuy,Diario El País de Uruguay. http://elpais.uy/linkenbio,2009-04-15T17:18:57+00:00,834127,669,541454,1959,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613269532885262363,Alertan sobre epidemia de diarrea en Florianópolis tras aumento de casos https://t.co/u5B4HiSp07,2023-01-11T20:20:04+00:00,es,twitter,Montevideo Portal,@portalmvd,"El primer medio 100% digital de Uruguay. Todo lo que pasa, lo leés con nosotros y sin límites. #SiempreEnMovimiento #ParaTodosTodo",2009-11-05T18:37:33+00:00,617943,795,527366,607,Uruguay,UY,,,,"-33.0, -56.0"
1613269196409806864,@MercedesVigilUY Federico Leicht ya con eso y usted alcanza pa vomitar,2023-01-11T20:18:44+00:00,es,twitter,barbatuiter,@barbatuiter95,"Licencia de Entrenador C de Audef.
Bici como forma de vida.
Ayudante de Barista.
Stream y futbol en @sagacap1891
Polifacético.",2013-01-25T14:23:45+00:00,372,500,34666,5671,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613260973179129856,El destino elegido por los uruguayos: Florianópolis advierte por epidemia de diarrea https://t.co/ppZk8Nrp2q,2023-01-11T19:46:03+00:00,es,twitter,EL PAÍS,@elpaisuy,Diario El País de Uruguay. http://elpais.uy/linkenbio,2009-04-15T17:18:57+00:00,834127,669,541454,1959,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613255619057688576,"@gorka_orive Hay que aprender a amar ese ejercicio, es el grupo muscular más grande, vas a sufrir, y puede que te dé ganas incluso de vomitar... Puede ser que te cueste caminar, sentarte o ir al baño a las 48hs... Pero tu corazón y todos tus sistemas te lo van a agradecer... Suerte",2023-01-11T19:24:47+00:00,es,twitter,Aɳԃɾéʂ Cαɱρσԃóɳιƈσ,@campodonico1980,"Gran Predicador de obviedades.
Inútil con muy buenas referencias.",2015-06-02T04:20:08+00:00,90,602,1359,797,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1613247980357980161,"Hoy me siento super mal firme, las ganas de vomitar, la presión baja, dolor en el cuerpo lpmmmmm😢",2023-01-11T18:54:25+00:00,es,twitter,𝒸𝒽𝒶𝑔𝒶𝓈𝓈𝓈𝓈🫣🫵🏼,@cynthia_chagass,𝟷𝟺.𝟶𝟿.𝟸𝟶𝟸𝟶👑          ,2019-02-17T19:29:19+00:00,487,305,30551,10573,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95"
1613246582505504768,"@VeronicaRF1212 Ahh yo sí, asi después puede vomitar su odio con propiedad..",2023-01-11T18:48:52+00:00,es,twitter,Dυϙυҽ Iɠƚԋσɾɳ 🤘🇳🇱 🇺🇾,@duque_igthorn,"un cordero de mi estilo                                                      
nu ɔoɹpǝɹo pǝ ɯı ǝsʇılo",2014-09-16T18:50:47+00:00,1220,2423,38878,68319,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613237943459811328,"@castieldaemon tengo pruebas y 0 dudas que no te gusta el agua porque es sin gas, TE AMO AGUA CON GAS tan rica ibas a ser 
Igual yo tambien me caso eh, el otro dia corri como 1 cuadra un bondi en alta subida y casi le vomito un pulmon al chofer ahre jajaja 

Baloo, perro antiturros",2023-01-11T18:14:32+00:00,es,twitter,Alaska,@lysaengel,"23. Ella. Lloro por Lys, Nath, Valk, Leiftan y Aaron. Las verdaderas dueñas de mi corazón son Chani, Floppy y Violeta",2020-07-29T00:17:19+00:00,1318,705,25982,49680,Uruguay,UY,,,,"-33.0, -56.0"
1613230577913585677,"@ladiaria A ver manga de zurdos repitan conmigo; ""DELINCUENTE"" 
la verdad que más que La Diaria, ustedes son La Diarrea.",2023-01-11T17:45:16+00:00,es,twitter,Antonio Banderola,@Tony_Banderola,#NoVuelvasAtras,2020-08-01T23:04:01+00:00,1278,1236,12069,59012,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613218175214125057,Que ganas de vomitar,2023-01-11T16:55:59+00:00,es,twitter,•aleme•🩷,@aleemee1,veintiuno 🥳✨,2016-09-03T02:56:43+00:00,1580,1015,66990,21769,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556"
1613213366087991296,Alerta turistas uruguayos: Florianópolis registra epidemia diarreica con más de 1.200 casos en 10 días https://t.co/5V5A8Fn7G4,2023-01-11T16:36:53+00:00,es,twitter,El Observador,@ObservadorUY,Cuenta del sitio uruguayo de noticias online El Observador. Contenido actualizado las 24 hs. Suscribite 👉 https://www.elobservador.com.uy/suscripcion,2009-07-06T16:48:48+00:00,840844,812,427344,3360,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613170738147508227,@infogh2022a Es un asco Maxi no m jodan una porquería vomito,2023-01-11T13:47:29+00:00,es,twitter,Rosana💕M,@Rochymr,"Me siguen Fran,Romi,Gise,Eloy L,Barby",2011-04-06T18:44:00+00:00,639,845,75012,38908,Uruguay,UY,Mercedes,Soriano,,"-33.2524, -58.03047"
1613151837443747840,@katmoralez15 estreñimiento?,2023-01-11T12:32:23+00:00,es,twitter,#ozcocina,@ozzalacain,Con amor y alegría la felicidad está a la vuelta de la esquina. La cocina es un arte así como lo es la fotografía. Todos somos artistas si nos lo proponemos.,2017-08-11T17:50:45+00:00,722,296,1787,11321,Uruguay,UY,,Canelones,,"-34.64444, -56.28861"
1613140638857404417,"El 95% de las historias del ""cómo empezó / cómo va"" me generan ganas de vomitar. Sorry not sorry.",2023-01-11T11:47:53+00:00,es,twitter,Sara Rivero,@SaraRivero9,"Lic en Comunicación. Redactora creativa. Vendo humo 24/7 y me pagan por hacerlo.

Disfruto mi enfermedad 💛🖤",2015-02-02T17:54:01+00:00,1727,1066,22901,67723,,,,,,
1613114487413899267,Hace como 15 días que no madrugo. Hoy me levante a las 6:30 y hasta nauseas tengo. Ni mi cuerpo quiere ir a laburar.,2023-01-11T10:03:58+00:00,es,twitter,Mel 🪼,@intratableMENTE,,2014-02-26T18:31:15+00:00,139,126,15819,2765,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95"
1613082106770477056,Buenazo mi gata acaba de vomitar al lado mío🤢🤮,2023-01-11T07:55:18+00:00,es,twitter,Løanna🦂,@LOAA_03,IG: loaa_maya,2019-01-02T21:22:26+00:00,818,658,18077,108693,Uruguay,UY,Rosario,Colonia,,"-34.31667, -57.35"
1613033180969271297,Que alguien me alcance el balde que estoy por vomitar https://t.co/u08kx7BWNS,2023-01-11T04:40:53+00:00,es,twitter,Geo Rgina,@tecnlimon,"Remando el IPA
/ Proyecto de Lingüista
/ Fan de mi mamá
/ Trabajadora no docente en la UdelaR
/ Desde abajo y a la izquierda ❤️🖤💜",2021-08-27T03:12:54+00:00,202,702,4373,13122,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613032097383436288,"Creo que baje como 2 kilos de tanto vomitar, ah pero el loco desayunaba shope todos los días",2023-01-11T04:36:35+00:00,es,twitter,Matias,@matiasburdette,...,2014-06-07T05:16:21+00:00,584,485,28004,6314,Uruguay,UY,,,,"-33.0, -56.0"
1613013987913859074,@julicervexansky boluda literal hoy seba se sentía mal de la panza corte mareado tomo dos tragos de coca y un minuto después vomito CINCO VECES SEGUIDAS CINCO,2023-01-11T03:24:37+00:00,es,twitter,cata lina,@linacata_,Yo es que soy una sentidora y lo siento todo mucho 🧝🏻‍♀️🪱🍄🪐☄️🍿❤️‍🔥🎞📀🃏,2018-07-12T22:26:11+00:00,162,104,3837,8172,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1613012581429510144,"En Florianopolis, hay epidemia de diarrea y más de la mitad de las playas no están aptas para baños  https://t.co/paGSGVqbkB",2023-01-11T03:19:02+00:00,es,twitter,Felipe Gómez,@FELIPEGOMEZRIJO,Para que pueda surgir lo posible es preciso intentar una y otra vez lo imposible.,2010-02-28T13:29:10+00:00,854,4177,12985,8052,Uruguay,UY,Pan de Azúcar,Maldonado,,"-34.8, -55.23333"
1612998178076528640,me comi terrible pedazo de sandia estoy q vomito,2023-01-11T02:21:48+00:00,es,twitter,agustín,@agustinferreirx,yo mermelá y tú mantekillah,2022-02-15T02:14:38+00:00,392,281,3217,7102,Uruguay,UY,,,,"-33.0, -56.0"
1612997878468706306,@chof_recobaa Anda a vomitar la leche que te quedó...vos idólatras a dos mercenarios de BIGUA que nada tiene que ver con la villa miseria del goes...shhhhh,2023-01-11T02:20:36+00:00,es,twitter,amigodebonino,@amigodebonino,Aguatero de la primera hora..,2021-11-04T19:04:51+00:00,21,172,467,576,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612990722856325125,"Tenía a mi primito a upa y me vomitó, algo muy anticonceptivo por suerte 🤢",2023-01-11T01:52:10+00:00,es,twitter,Raksha 🐺,@damarybrun,❤️🤍💙⛸⚜️,2014-04-01T21:14:44+00:00,800,694,19266,32362,Uruguay,UY,Juan L. Lacaze,Colonia,,"-34.43333, -57.41667"
1612982232007720960,Me subo a eso y vomito 5 veces como minimo https://t.co/DgIocGo4vT,2023-01-11T01:18:26+00:00,es,twitter,Carpincho,@carpinchovibes,"🇺🇾

Soy el carpincho del IPA - Historia",2014-04-09T01:44:00+00:00,225,467,16897,48559,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612981784538484743,Piqué debe estar con diarrea como mínimo,2023-01-11T01:16:39+00:00,es,twitter,Mirá Vos,@tiagregoria,Comunicación ✌🏼,2010-05-10T18:05:36+00:00,779,1334,38456,77077,Uruguay,UY,,,,"-33.0, -56.0"
1612980068023779328,@Equifranco @NanyCristal @gbianchi404 Ah por un momento pensé que venían más ipas y te iba a decir que no podría vomitar,2023-01-11T01:09:50+00:00,es,twitter,Mariana 🌙,@ladelaltillo,Procrastinadora oficial. No vives de empanadas.,2011-09-12T19:22:26+00:00,77,580,2221,4696,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612977577005547521,me siento mal voy a vomitar,2023-01-11T00:59:56+00:00,es,twitter,𝒿𝒶𝓏🌊,@ibnzmiia,medio dolida🤷🏻‍♀️,2021-04-10T10:51:31+00:00,222,89,2777,8006,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612954887414845441,@SoloMarian_ Tas laca! El vómito mas chico les decora todita la pared! 😂,2023-01-10T23:29:47+00:00,es,twitter,ΛΛ@Я©∑じ 🇺🇾,@Marce1UY,🐘: @marce1uy@mastodon.uy,2014-06-18T02:01:37+00:00,4734,5115,29596,63690,Uruguay,UY,,,,"-33.0, -56.0"
1612953226969595904,"@celulitisestria @Mathias35489961 Jajajajajaja no me queda tripa adentro nena, olvídate jajaja",2023-01-10T23:23:11+00:00,es,twitter,Mariana,@SoloMarian_,"Madre, Mujer, Uruguaya y de Peñarol.
De izquierda y con escasos recursos estéticos.
Fundamentalista de nada.
Dime tu, que puede salir mal 😬?",2017-06-29T14:35:15+00:00,2313,2005,80296,246973,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612951485691891712,@IrritadoC Yo creo que es para lavarlos un poco después del vómito jaja,2023-01-10T23:16:16+00:00,es,twitter,Mariana,@SoloMarian_,"Madre, Mujer, Uruguaya y de Peñarol.
De izquierda y con escasos recursos estéticos.
Fundamentalista de nada.
Dime tu, que puede salir mal 😬?",2017-06-29T14:35:15+00:00,2313,2005,80296,246973,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612951412358500352,@Muroneta22 y marquitos tripa 😪,2023-01-10T23:15:58+00:00,es,twitter,marquitos,@marquitostripa,https://instagram.com/_fernandezvalentino?igshid=ZDdkNTZiNTM=,2022-02-02T02:05:05+00:00,335,209,1385,7390,Uruguay,UY,Carmelo,Colonia,,"-33.98917, -58.28556"
1612935689418702848,vomitar hasta dejar de sentirte,2023-01-10T22:13:29+00:00,es,twitter,Mel (Reputation era),@mielcitA______,"@meeel.barrios

and you know damn well. For you, i would ruin myself a million little times",2022-12-11T14:05:48+00:00,49,66,1776,7142,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333"
1612933081760948225,"Diarrea - clásico del cine catástrofe de los 90s.

Con la participación de @profegeyerabide, @LodeTinchoGonz y un servidor.

“¡Mejor que Ciudad Ano, de Orton Welles” 🍑 💩 💦 https://t.co/cEt2DWDDfY",2023-01-10T22:03:08+00:00,es,twitter,Gonzalo Frasca,@frascafrasca,R&D @Kahoot / Storm maker / Designer / Writer / PhD in 👾 / Helping kids learn math @DragonBox 🇳🇴 🇫🇮 🇫🇷 & 🌎,2008-08-15T17:51:17+00:00,34204,2144,42121,30782,Uruguay,UY,,,,"-33.0, -56.0"
1612930655414779905,"día 5 sin fumar, el olor de los cigarrillos que fuma mi mamá me da nauseas 😳",2023-01-10T21:53:29+00:00,es,twitter,𝓐𝔂𝓵𝓾,@AyluBaezOk,de mal humor 24/7,2014-06-11T23:24:50+00:00,10322,7770,55085,108932,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976"
1612926904985608196,@marmolejo625554 Pa no vomitar,2023-01-10T21:38:35+00:00,es,twitter,bree 🤍,@LABEBA268,🪴,2020-10-20T18:45:57+00:00,151,108,1303,7688,Uruguay,UY,,,,"-33.0, -56.0"
1612926447731064833,"@thecucumbert 🤣🤣🤣 se liberan muchas hormonas x el estrés (cortisol, adrenalina, serotonina) q entre otras cosas causan espasmos intestinales y al moverse más rápido dan diarrea y las suprarrenales también te dan ganas de orinar 🤣🤣",2023-01-10T21:36:46+00:00,es,twitter,lalys,@Sepo_nada,Mehhh 😕,2021-02-23T06:27:22+00:00,2039,605,26672,19626,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612873373721235456,@micamayor15 ojalá te agarre estreñimiento por no convidarme,2023-01-10T18:05:52+00:00,es,twitter,𝖋𝖆𝖈𝖚🪸,@Facund0_18,22,2018-12-27T22:38:44+00:00,150,296,5317,65789,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735"
1612871270823067648,"@adryadrybb Ahora se viene la compra d yogur activa en cantidades industriales,el estreñimiento será gigante",2023-01-10T17:57:31+00:00,es,twitter,Roxy 🌱 Voté Si !,@Sysbel,"No te rindas que la vida es eso,
continuar el viaje,
perseguir tus sueños,
destrabar el tiempo,
correr los escombros y destapar el cielo.",2013-09-12T20:22:54+00:00,3061,2879,10242,56318,Uruguay,UY,Punta del Este,Maldonado,,"-34.96667, -54.95"
1612870546865197062,nunca pensé que sentir el olor de un caramelo de café me iba a hacer vomitar por aquí estoy jaja,2023-01-10T17:54:38+00:00,es,twitter,Paula,@pdasilva__,""" 𝘚𝘦𝘨𝘶𝘪𝘮𝘰𝘴 𝘨𝘰𝘭𝘱𝘦𝘢𝘯𝘥𝘰 𝘱𝘶𝘦𝘳𝘵𝘢𝘴. 𝘈𝘶𝘯𝘲𝘶𝘦 𝘦𝘴𝘵é𝘯 𝘤𝘦𝘳𝘳𝘢𝘥𝘢𝘴. """,2021-09-25T02:42:30+00:00,558,273,11096,12774,,,,,,
1612859405732646914,Mi perra cuando quiere vomitar https://t.co/JrEKf67Lf2,2023-01-10T17:10:22+00:00,es,twitter,𝓥𝓪𝓵𝓮𝓷𝓽𝓲𝓷𝓪,@p_valentina1,"Te jure amor eterno 🇺🇦
📸 @p.valentina1",2020-04-24T02:37:10+00:00,573,327,16887,39870,Uruguay,UY,Rosario,Colonia,,"-34.31667, -57.35"
